Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Large,Outlet_Medium,Outlet_Small
FDH60,12.86,1,0.141,0,197.311,4,37,2,0,0,392.822,0.0,0.0,1.0
FDR02,16.7,0,0.037,0,109.1886,0,24,2,2,0,222.3772,0.0,0.0,1.0
FDK48,12.86,0,0.037,0,76.7354,5,37,1,2,3,2783.7098,0.0,1.0,0.0
FDO24,11.1,0,0.295,0,159.0604,0,24,2,2,0,792.302,0.0,0.0,1.0
FDE20,11.35,1,0.006,0,168.279,1,35,0,2,1,2376.906,1.0,0.0,0.0
FDM04,9.2,1,0.047,1,53.1666,8,25,2,0,1,768.999,0.0,0.0,1.0
NCH07,12.86,0,0.162,0,160.4604,4,37,2,0,0,316.9208,0.0,0.0,1.0
DRP35,18.85,0,0.091,2,127.3336,8,25,2,0,1,3962.8416,0.0,0.0,1.0
FDO11,8.0,1,0.03,0,250.3092,8,25,2,0,1,6501.8699,0.0,0.0,1.0
NCM30,19.1,0,0.067,0,41.9796,8,25,2,0,1,701.7532,0.0,0.0,1.0
DRF27,12.86,0,0.028,0,152.234,5,37,1,2,3,1071.938,0.0,1.0,0.0
NCR18,12.86,0,0.02,0,44.4112,5,37,1,2,3,767.0016,0.0,1.0,0.0
FDS48,12.86,0,0.028,0,149.4708,5,37,1,2,3,3159.8868,0.0,1.0,0.0
FDO32,6.36,0,0.121,0,46.506,9,23,1,0,1,652.484,0.0,1.0,0.0
NCP05,19.6,0,0.025,2,151.7024,2,15,2,1,1,2884.2456,0.0,0.0,1.0
FDF44,12.86,1,0.059,0,130.9968,5,37,1,2,3,4828.3816,0.0,1.0,0.0
FDX56,17.1,1,0.074,0,209.0638,8,25,2,0,1,3520.0846,0.0,0.0,1.0
FDE46,12.86,0,0.016,1,150.7366,5,37,1,2,3,906.8196,0.0,1.0,0.0
FDQ09,12.86,0,0.058,1,113.2834,5,37,1,2,3,4376.9692,0.0,1.0,0.0
NCB54,8.76,0,0.05,2,126.7336,1,35,0,2,1,639.168,1.0,0.0,0.0
NCV18,6.78,0,0.105,0,84.225,6,18,2,1,1,3162.55,0.0,0.0,1.0
NCG55,16.25,0,0.039,0,116.1176,9,23,1,0,1,2633.9048,0.0,1.0,0.0
FDV14,19.85,0,0.044,0,89.4856,6,18,2,1,1,1054.6272,0.0,0.0,1.0
FDT31,19.75,0,0.012,0,189.9872,1,35,0,2,1,3781.744,1.0,0.0,0.0
DRD12,6.96,0,0.077,2,91.4146,7,20,2,1,1,638.5022,0.0,0.0,1.0
FDZ40,8.94,0,0.04,1,53.7298,3,13,1,2,2,593.2278,0.0,1.0,0.0
DRI11,8.26,0,0.058,2,113.7834,0,24,2,2,0,115.1834,0.0,0.0,1.0
FDP23,6.71,0,0.036,0,218.3166,7,20,2,1,1,1959.4494,0.0,0.0,1.0
FDY02,8.95,1,0.088,0,263.491,6,18,2,1,1,1840.937,0.0,0.0,1.0
FDM03,12.65,0,0.066,0,107.8938,8,25,2,0,1,750.3566,0.0,0.0,1.0
FDF35,15.0,0,0.154,0,107.3938,9,23,1,0,1,750.3566,0.0,1.0,0.0
DRM37,15.35,0,0.097,2,196.5768,2,15,2,1,1,6501.8699,0.0,0.0,1.0
NCV41,14.35,0,0.017,2,109.5228,9,23,1,0,1,1768.3648,0.0,1.0,0.0
NCK53,12.86,0,0.066,2,100.8042,5,37,1,2,3,3472.147,0.0,1.0,0.0
FDW23,5.76,0,0.082,0,37.0164,7,20,2,1,1,540.6296,0.0,0.0,1.0
FDW12,8.31,1,0.036,0,143.3444,1,35,0,2,1,1596.5884,1.0,0.0,0.0
FDG44,6.13,0,0.102,0,53.8298,6,18,2,1,1,1024.6662,0.0,0.0,1.0
FDJ36,14.5,1,0.128,0,104.1332,6,18,2,1,1,205.0664,0.0,0.0,1.0
FDX55,15.1,0,0.055,0,219.4166,8,25,2,0,1,6096.0648,0.0,0.0,1.0
DRG13,17.25,0,0.037,2,163.7526,3,13,1,2,2,3289.052,0.0,1.0,0.0
NCD06,13.0,0,0.099,0,46.306,1,35,0,2,1,699.09,1.0,0.0,0.0
FDW22,12.86,1,0.03,1,222.0114,5,37,1,2,3,6207.9192,0.0,1.0,0.0
FDD33,12.85,0,0.108,0,233.2642,7,20,2,1,1,3950.1914,0.0,0.0,1.0
FDG24,7.97,0,0.015,0,82.325,6,18,2,1,1,1331.6,0.0,0.0,1.0
FDE05,10.89,1,0.032,1,144.8102,8,25,2,0,1,3062.0142,0.0,0.0,1.0
FDZ12,9.17,0,0.103,0,144.947,8,25,2,0,1,4294.41,0.0,0.0,1.0
FDX37,16.2,0,0.105,1,101.47,0,24,2,2,0,399.48,0.0,0.0,1.0
FDE44,14.65,0,0.171,0,47.6692,6,18,2,1,1,739.038,0.0,0.0,1.0
FDS52,12.86,0,0.01,1,102.5016,4,37,2,0,0,101.2016,0.0,0.0,1.0
FDO39,6.99,1,0.138,0,184.7608,3,13,1,2,2,4042.7376,0.0,1.0,0.0
FDI32,17.7,0,0.066,0,115.0834,7,20,2,1,1,2764.4016,0.0,0.0,1.0
FDV28,16.1,1,0.066,1,35.1558,2,15,2,1,1,339.558,0.0,0.0,1.0
NCP53,14.75,0,0.033,2,237.2906,2,15,2,1,1,3089.9778,0.0,0.0,1.0
NCN43,12.15,0,0.007,2,124.473,9,23,1,0,1,1231.73,0.0,1.0,0.0
NCI31,12.86,0,0.142,2,36.419,4,37,2,0,0,109.857,0.0,0.0,1.0
FDK55,18.5,0,0.026,0,89.1172,7,20,2,1,1,892.172,0.0,0.0,1.0
FDC17,12.15,0,0.016,1,211.2928,2,15,2,1,1,5049.4272,0.0,0.0,1.0
FDV28,16.1,1,0.16,1,32.0558,6,18,2,1,1,1018.674,0.0,0.0,1.0
FDY26,20.6,1,0.031,0,212.9244,3,13,1,2,2,2540.6928,0.0,1.0,0.0
NCU06,17.6,0,0.075,0,228.801,9,23,1,0,1,3215.814,0.0,1.0,0.0
FDV16,12.86,1,0.145,1,35.4558,4,37,2,0,0,135.8232,0.0,0.0,1.0
FDY31,5.98,0,0.044,0,146.1418,7,20,2,1,1,3089.9778,0.0,0.0,1.0
DRE37,13.5,0,0.094,2,190.9872,9,23,1,0,1,2836.308,0.0,1.0,0.0
FDH33,12.85,0,0.122,1,42.7428,6,18,2,1,1,703.0848,0.0,0.0,1.0
FDA46,13.6,0,0.118,1,194.2136,6,18,2,1,1,2527.3768,0.0,0.0,1.0
FDP12,9.8,1,0.045,0,35.9874,6,18,2,1,1,282.2992,0.0,0.0,1.0
FDJ09,15.0,0,0.058,1,44.7744,9,23,1,0,1,679.116,0.0,1.0,0.0
NCS54,12.86,0,0.01,0,177.837,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDJ33,12.86,1,0.088,1,121.173,5,37,1,2,3,2586.633,0.0,1.0,0.0
FDF32,16.35,0,0.114,0,198.2426,0,24,2,2,0,790.9704,0.0,0.0,1.0
FDN24,12.86,0,0.198,0,54.3956,4,37,2,0,0,272.978,0.0,0.0,1.0
FDX21,7.05,0,0.085,1,109.7912,6,18,2,1,1,1091.912,0.0,0.0,1.0
FDC57,20.1,1,0.055,0,193.782,1,35,0,2,1,1158.492,1.0,0.0,0.0
NCZ06,19.6,0,0.095,0,254.7698,3,13,1,2,2,5327.0658,0.0,1.0,0.0
FDY56,16.35,1,0.062,0,224.0062,1,35,0,2,1,4288.4178,1.0,0.0,0.0
NCH07,13.15,0,0.093,0,159.7604,9,23,1,0,1,4119.9704,0.0,1.0,0.0
FDS44,12.65,1,0.157,0,238.8538,3,13,1,2,2,4566.7222,0.0,1.0,0.0
FDY33,14.5,1,0.097,1,160.7262,9,23,1,0,1,1750.3882,0.0,1.0,0.0
FDZ48,17.75,0,0.076,0,111.4544,7,20,2,1,1,1006.6896,0.0,0.0,1.0
FDY48,14.0,0,0.024,0,104.0332,7,20,2,1,1,1435.4648,0.0,0.0,1.0
FDK16,12.86,0,0.115,1,93.9094,5,37,1,2,3,3903.5854,0.0,1.0,0.0
FDT16,9.89,1,0.049,1,261.7278,8,25,2,0,1,4685.9004,0.0,0.0,1.0
FDC26,10.2,0,0.212,1,110.9886,0,24,2,2,0,111.1886,0.0,0.0,1.0
DRJ47,18.25,0,0.044,2,174.208,3,13,1,2,2,2596.62,0.0,1.0,0.0
FDQ04,6.4,0,0.142,1,41.0796,0,24,2,2,0,41.2796,0.0,0.0,1.0
FDN40,5.88,0,0.066,1,154.2998,8,25,2,0,1,1999.3974,0.0,0.0,1.0
FDS39,6.89,0,0.022,0,143.8812,1,35,0,2,1,2707.1428,1.0,0.0,0.0
FDC11,20.5,0,0.142,0,90.6172,3,13,1,2,2,1427.4752,0.0,1.0,0.0
FDQ39,14.8,0,0.136,0,190.8846,0,24,2,2,0,191.0846,0.0,0.0,1.0
FDB33,17.75,0,0.015,0,158.6262,9,23,1,0,1,3819.0288,0.0,1.0,0.0
FDU27,18.6,1,0.287,0,48.8376,0,24,2,2,0,47.9376,0.0,0.0,1.0
FDM44,12.5,0,0.031,0,104.999,7,20,2,1,1,1444.786,0.0,0.0,1.0
FDT32,19.0,1,0.066,0,186.5214,6,18,2,1,1,5275.7992,0.0,0.0,1.0
DRC13,8.26,1,0.033,2,125.073,3,13,1,2,2,985.384,0.0,1.0,0.0
NCO07,9.06,0,0.01,2,213.756,8,25,2,0,1,1065.28,0.0,0.0,1.0
FDJ16,9.2,0,0.115,1,58.9246,3,13,1,2,2,926.7936,0.0,1.0,0.0
FDB22,12.86,0,0.111,1,155.0998,5,37,1,2,3,2768.3964,0.0,1.0,0.0
NCS30,5.95,0,0.093,0,129.1652,7,20,2,1,1,2841.6344,0.0,0.0,1.0
FDQ59,12.86,1,0.066,0,84.5908,5,37,1,2,3,3020.0688,0.0,1.0,0.0
FDI38,13.35,1,0.015,1,207.3638,9,23,1,0,1,5797.7864,0.0,1.0,0.0
FDR52,12.65,1,0.076,1,189.0846,6,18,2,1,1,4012.7766,0.0,0.0,1.0
FDT15,12.15,1,0.043,0,181.695,3,13,1,2,2,2929.52,0.0,1.0,0.0
FDR52,12.86,1,0.133,1,190.8846,4,37,2,0,0,191.0846,0.0,0.0,1.0
FDS60,20.85,0,0.033,0,180.066,3,13,1,2,2,2157.192,0.0,1.0,0.0
FDK52,18.25,0,0.066,1,224.1062,3,13,1,2,2,4965.5364,0.0,1.0,0.0
FDA04,11.3,1,0.067,1,260.1962,7,20,2,1,1,2848.9582,0.0,0.0,1.0
NCQ53,17.6,0,0.019,2,237.359,7,20,2,1,1,6145.334,0.0,0.0,1.0
FDN28,5.88,1,0.03,1,101.799,3,13,1,2,2,1960.781,0.0,1.0,0.0
FDU12,12.86,1,0.133,0,263.8568,4,37,2,0,0,790.9704,0.0,0.0,1.0
FDT03,21.25,0,0.01,0,184.6608,7,20,2,1,1,367.5216,0.0,0.0,1.0
FDY57,20.2,1,0.121,1,94.5752,8,25,2,0,1,1821.6288,0.0,0.0,1.0
FDH56,9.8,1,0.064,0,113.8492,1,35,0,2,1,1737.738,1.0,0.0,0.0
DRM23,16.6,0,0.136,2,171.4422,3,13,1,2,2,2241.7486,0.0,1.0,0.0
FDZ07,12.86,1,0.164,0,62.8194,4,37,2,0,0,61.9194,0.0,0.0,1.0
FDK40,7.04,0,0.022,1,262.791,7,20,2,1,1,3681.874,0.0,0.0,1.0
FDU04,7.93,0,0.066,1,121.8414,8,25,2,0,1,2802.3522,0.0,0.0,1.0
DRL37,15.5,0,0.066,2,41.377,2,15,2,1,1,649.155,0.0,0.0,1.0
FDT26,12.86,1,0.068,0,120.944,5,37,1,2,3,1078.596,0.0,1.0,0.0
FDT24,12.35,1,0.186,0,78.7328,7,20,2,1,1,1390.1904,0.0,0.0,1.0
FDX57,12.86,1,0.047,1,96.4068,5,37,1,2,3,2624.5836,0.0,1.0,0.0
FDA55,12.86,1,0.1,0,225.2088,4,37,2,0,0,447.4176,0.0,0.0,1.0
NCN05,8.23,0,0.014,2,183.795,7,20,2,1,1,2929.52,0.0,0.0,1.0
FDR58,6.67,0,0.042,1,92.6462,7,20,2,1,1,1665.8316,0.0,0.0,1.0
FDX47,6.55,1,0.035,0,156.5288,1,35,0,2,1,1571.288,1.0,0.0,0.0
NCH54,13.5,0,0.073,0,160.692,3,13,1,2,2,1917.504,0.0,1.0,0.0
NCH42,6.86,0,0.037,0,227.801,6,18,2,1,1,3904.917,0.0,0.0,1.0
FDH56,9.8,1,0.064,0,116.6492,7,20,2,1,1,2316.984,0.0,0.0,1.0
FDQ48,14.3,1,0.035,0,98.1726,3,13,1,2,2,685.1082,0.0,1.0,0.0
FDN20,19.35,0,0.026,0,169.2474,2,15,2,1,1,3705.8428,0.0,0.0,1.0
FDA15,9.3,0,0.016,0,250.6092,1,35,0,2,1,6474.2392,1.0,0.0,0.0
FDS48,12.86,0,0.049,0,149.7708,4,37,2,0,0,150.4708,0.0,0.0,1.0
FDW02,4.8,1,0.038,0,126.2704,3,13,1,2,2,3629.9416,0.0,1.0,0.0
FDN03,12.86,1,0.015,0,248.6408,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDF57,14.5,1,0.059,0,170.7448,2,15,2,1,1,2045.3376,0.0,0.0,1.0
DRM37,15.35,0,0.096,2,196.5768,6,18,2,1,1,4729.8432,0.0,0.0,1.0
NCD54,21.1,0,0.029,0,143.3786,8,25,2,0,1,866.8716,0.0,0.0,1.0
NCQ42,12.86,0,0.039,0,128.3678,5,37,1,2,3,3179.195,0.0,1.0,0.0
FDW49,19.5,0,0.083,1,177.2002,6,18,2,1,1,2149.2024,0.0,0.0,1.0
DRI03,6.03,0,0.023,0,178.1028,1,35,0,2,1,4604.6728,1.0,0.0,0.0
FDD14,20.7,0,0.17,1,182.6266,7,20,2,1,1,2581.9724,0.0,0.0,1.0
FDN02,16.5,0,0.074,1,208.8638,8,25,2,0,1,2484.7656,0.0,0.0,1.0
FDQ45,12.86,1,0.011,1,185.3608,5,37,1,2,3,5329.0632,0.0,1.0,0.0
FDX56,17.1,1,0.074,0,206.1638,3,13,1,2,2,4141.276,0.0,1.0,0.0
FDE51,12.86,1,0.169,0,43.4086,4,37,2,0,0,44.6086,0.0,0.0,1.0
FDT47,5.26,1,0.025,0,95.6068,7,20,2,1,1,2332.9632,0.0,0.0,1.0
FDM22,14.0,1,0.042,1,54.064,6,18,2,1,1,1118.544,0.0,0.0,1.0
FDB27,7.58,0,0.056,0,196.5768,7,20,2,1,1,1576.6144,0.0,0.0,1.0
FDE02,12.86,0,0.121,1,95.6778,5,37,1,2,3,2910.2118,0.0,1.0,0.0
FDD38,16.75,1,0.008,1,103.7674,6,18,2,1,1,2852.2872,0.0,0.0,1.0
FDF34,9.3,1,0.014,1,197.7084,2,15,2,1,1,3372.9428,0.0,0.0,1.0
FDP15,15.2,0,0.066,0,256.033,0,24,2,2,0,1281.665,0.0,0.0,1.0
NCI29,8.6,0,0.033,2,143.6154,2,15,2,1,1,2127.231,0.0,0.0,1.0
FDU27,18.6,1,0.172,0,47.1376,2,15,2,1,1,767.0016,0.0,0.0,1.0
NCD55,12.86,0,0.024,0,42.4454,5,37,1,2,3,293.6178,0.0,1.0,0.0
FDU37,9.5,1,0.066,1,79.596,8,25,2,0,1,1038.648,0.0,0.0,1.0
FDA01,15.0,1,0.055,1,60.2904,2,15,2,1,1,1581.9408,0.0,0.0,1.0
FDS13,6.46,0,0.125,1,264.1884,7,20,2,1,1,3444.8492,0.0,0.0,1.0
FDK55,18.5,0,0.026,0,88.9172,3,13,1,2,2,1695.1268,0.0,1.0,0.0
FDR36,6.71,1,0.122,0,43.7454,6,18,2,1,1,545.2902,0.0,0.0,1.0
DRK49,14.15,0,0.036,2,41.5138,9,23,1,0,1,162.4552,0.0,1.0,0.0
DRM23,12.86,0,0.066,2,171.7422,5,37,1,2,3,6207.9192,0.0,1.0,0.0
FDH47,13.5,1,0.216,0,98.6068,0,24,2,2,0,97.2068,0.0,0.0,1.0
FDZ21,17.6,1,0.039,1,98.041,3,13,1,2,2,675.787,0.0,1.0,0.0
FDI57,19.85,0,0.054,0,198.7768,2,15,2,1,1,4532.7664,0.0,0.0,1.0
FDK26,12.86,1,0.056,1,184.624,4,37,2,0,0,1304.968,0.0,0.0,1.0
FDQ36,7.86,1,0.162,0,37.0848,6,18,2,1,1,447.4176,0.0,0.0,1.0
FDJ58,12.86,1,0.184,1,172.6764,4,37,2,0,0,858.882,0.0,0.0,1.0
FDD45,8.62,0,0.116,0,94.1436,7,20,2,1,1,1134.5232,0.0,0.0,1.0
FDG50,7.41,0,0.015,1,89.9146,7,20,2,1,1,2189.1504,0.0,0.0,1.0
FDO36,12.86,0,0.136,0,179.766,4,37,2,0,0,179.766,0.0,0.0,1.0
NCW42,18.2,0,0.059,0,220.5456,3,13,1,2,2,3094.6384,0.0,1.0,0.0
NCH18,9.3,0,0.075,0,246.4802,0,24,2,2,0,982.7208,0.0,0.0,1.0
FDY59,12.86,0,0.031,0,93.3462,5,37,1,2,3,1018.0082,0.0,1.0,0.0
NCO42,21.25,0,0.025,0,145.1102,7,20,2,1,1,1603.9122,0.0,0.0,1.0
FDM45,8.65,1,0.089,1,122.5756,2,15,2,1,1,2181.1608,0.0,0.0,1.0
NCV29,11.8,0,0.038,2,177.5686,0,24,2,2,0,711.0744,0.0,0.0,1.0
FDT08,12.86,0,0.049,0,148.705,5,37,1,2,3,2996.1,0.0,1.0,0.0
NCQ43,12.86,0,0.195,2,110.2912,4,37,2,0,0,218.3824,0.0,0.0,1.0
NCA54,16.5,0,0.037,0,180.9318,1,35,0,2,1,3247.7724,1.0,0.0,0.0
FDW55,12.6,1,0.066,0,248.8092,6,18,2,1,1,6501.8699,0.0,0.0,1.0
FDI10,12.86,1,0.078,1,171.4422,5,37,1,2,3,3448.844,0.0,1.0,0.0
NCS53,12.86,0,0.157,2,156.8604,4,37,2,0,0,316.9208,0.0,0.0,1.0
FDZ35,12.86,1,0.022,0,105.199,5,37,1,2,3,3199.169,0.0,1.0,0.0
FDF10,15.5,1,0.157,1,148.6418,1,35,0,2,1,3972.8286,1.0,0.0,0.0
FDO38,17.25,0,0.073,1,76.4986,2,15,2,1,1,778.986,0.0,0.0,1.0
FDY45,17.5,0,0.026,1,253.7356,2,15,2,1,1,3815.034,0.0,0.0,1.0
FDC40,16.0,1,0.065,0,78.4986,3,13,1,2,2,1791.6678,0.0,1.0,0.0
NCO54,19.5,0,0.014,0,53.7614,9,23,1,0,1,1436.7964,0.0,1.0,0.0
FDQ14,9.27,0,0.062,0,148.005,3,13,1,2,2,1797.66,0.0,1.0,0.0
FDM10,18.25,0,0.076,1,213.4218,1,35,0,2,1,3846.9924,1.0,0.0,0.0
DRK23,8.39,0,0.072,2,251.504,2,15,2,1,1,6501.8699,0.0,0.0,1.0
NCR17,9.8,0,0.024,2,114.0492,1,35,0,2,1,2085.2856,1.0,0.0,0.0
FDG31,12.86,0,0.066,0,65.0826,4,37,2,0,0,193.7478,0.0,0.0,1.0
FDH02,7.27,1,0.021,1,92.4488,7,20,2,1,1,996.0368,0.0,0.0,1.0
DRH37,17.6,0,0.042,2,162.7526,2,15,2,1,1,3124.5994,0.0,0.0,1.0
DRC36,13.0,1,0.045,2,174.1054,2,15,2,1,1,4377.635,0.0,0.0,1.0
FDB56,8.75,1,0.075,0,186.3556,7,20,2,1,1,3567.3564,0.0,0.0,1.0
NCK54,12.15,0,0.03,0,114.715,7,20,2,1,1,1048.635,0.0,0.0,1.0
NCQ17,10.3,0,0.066,2,154.663,1,35,0,2,1,2816.334,1.0,0.0,0.0
FDM13,6.42,0,0.063,0,132.8626,3,13,1,2,2,524.6504,0.0,1.0,0.0
FDT44,16.6,0,0.103,0,116.4466,3,13,1,2,2,1178.466,0.0,1.0,0.0
FDO28,12.86,0,0.127,1,122.4098,4,37,2,0,0,120.5098,0.0,0.0,1.0
NCK07,10.65,0,0.049,2,165.8526,2,15,2,1,1,3946.8624,0.0,0.0,1.0
NCP05,19.6,0,0.025,2,151.8024,8,25,2,0,1,1366.2216,0.0,0.0,1.0
FDX11,16.0,1,0.107,0,181.4634,8,25,2,0,1,1090.5804,0.0,0.0,1.0
FDS52,8.89,0,0.005,1,99.3016,7,20,2,1,1,607.2096,0.0,0.0,1.0
FDB14,20.25,1,0.103,1,93.212,7,20,2,1,1,1304.968,0.0,0.0,1.0
NCY06,12.86,0,0.061,0,130.1968,5,37,1,2,3,1565.9616,0.0,1.0,0.0
FDS45,5.17,1,0.03,1,105.2622,2,15,2,1,1,2328.9684,0.0,0.0,1.0
DRF23,4.61,0,0.066,2,173.8396,8,25,2,0,1,1221.0772,0.0,0.0,1.0
FDD33,12.86,0,0.066,0,231.9642,5,37,1,2,3,6501.8699,0.0,1.0,0.0
NCA53,11.39,0,0.01,2,49.4034,3,13,1,2,2,777.6544,0.0,1.0,0.0
FDC46,17.7,0,0.117,1,186.0266,6,18,2,1,1,2950.8256,0.0,0.0,1.0
NCW41,18.0,0,0.015,2,159.2604,6,18,2,1,1,3961.51,0.0,0.0,1.0
FDZ39,19.7,1,0.018,0,104.599,3,13,1,2,2,309.597,0.0,1.0,0.0
FDE51,5.92,1,0.097,0,42.9086,2,15,2,1,1,758.3462,0.0,0.0,1.0
FDG32,12.86,0,0.175,0,222.3772,5,37,1,2,3,6501.8699,0.0,1.0,0.0
NCK07,10.65,0,0.049,2,163.9526,7,20,2,1,1,1644.526,0.0,0.0,1.0
NCQ41,14.8,0,0.019,2,193.0794,6,18,2,1,1,3901.588,0.0,0.0,1.0
FDL36,15.1,0,0.076,0,90.483,7,20,2,1,1,1617.894,0.0,0.0,1.0
FDQ26,13.5,1,0.066,0,57.8562,9,23,1,0,1,711.0744,0.0,1.0,0.0
FDR02,16.7,0,0.022,0,113.1886,2,15,2,1,1,3335.658,0.0,0.0,1.0
FDV59,13.35,0,0.066,0,217.6166,3,13,1,2,2,3265.749,0.0,1.0,0.0
FDZ33,10.2,0,0.066,1,147.2076,0,24,2,2,0,739.038,0.0,0.0,1.0
NCT41,15.7,0,0.056,2,153.5024,7,20,2,1,1,2580.6408,0.0,0.0,1.0
FDB17,13.15,0,0.061,1,179.9976,0,24,2,2,0,181.0976,0.0,0.0,1.0
FDN44,13.15,0,0.023,0,160.192,8,25,2,0,1,1597.92,0.0,0.0,1.0
FDE45,12.1,0,0.04,0,180.0002,1,35,0,2,1,4656.6052,1.0,0.0,0.0
FDG47,12.8,0,0.07,0,262.8252,2,15,2,1,1,2885.5772,0.0,0.0,1.0
NCP02,12.86,0,0.045,0,59.6562,5,37,1,2,3,2192.4794,0.0,1.0,0.0
FDW02,4.8,1,0.038,0,125.5704,8,25,2,0,1,3880.2824,0.0,0.0,1.0
NCM53,18.75,0,0.052,2,105.728,8,25,2,0,1,2024.032,0.0,0.0,1.0
FDD47,7.6,1,0.142,0,171.3448,1,35,0,2,1,3238.4512,1.0,0.0,0.0
FDE28,9.5,1,0.133,1,228.6668,6,18,2,1,1,4146.6024,0.0,0.0,1.0
FDV12,16.7,1,0.061,0,100.0384,3,13,1,2,2,2463.46,0.0,1.0,0.0
FDE36,5.26,1,0.042,0,165.4868,3,13,1,2,2,2293.0152,0.0,1.0,0.0
FDU45,15.6,1,0.036,1,112.4518,8,25,2,0,1,3301.7022,0.0,0.0,1.0
FDP28,13.65,1,0.081,1,260.1936,1,35,0,2,1,3914.904,1.0,0.0,0.0
FDH33,12.85,0,0.122,1,43.1428,7,20,2,1,1,703.0848,0.0,0.0,1.0
FDO44,12.6,0,0.087,0,109.9228,6,18,2,1,1,663.1368,0.0,0.0,1.0
FDR07,12.86,0,0.136,0,94.1094,4,37,2,0,0,190.4188,0.0,0.0,1.0
FDJ45,17.75,0,0.073,0,35.1216,6,18,2,1,1,830.9184,0.0,0.0,1.0
FDS59,14.8,1,0.073,0,110.857,0,24,2,2,0,329.571,0.0,0.0,1.0
FDU34,18.25,0,0.075,1,125.9046,1,35,0,2,1,2365.5874,1.0,0.0,0.0
NCL06,14.65,0,0.121,0,261.7594,0,24,2,2,0,523.3188,0.0,0.0,1.0
FDR37,16.5,1,0.111,0,181.6292,0,24,2,2,0,1094.5752,0.0,0.0,1.0
NCM53,18.75,0,0.052,2,105.728,3,13,1,2,2,1704.448,0.0,1.0,0.0
DRG25,10.5,0,0.019,2,188.424,6,18,2,1,1,2237.088,0.0,0.0,1.0
DRE25,15.35,0,0.073,2,91.912,9,23,1,0,1,2609.936,0.0,1.0,0.0
FDZ45,14.1,0,0.067,1,197.1084,7,20,2,1,1,2182.4924,0.0,0.0,1.0
NCV53,8.27,0,0.031,2,239.088,0,24,2,2,0,719.064,0.0,0.0,1.0
FDR55,12.15,1,0.133,0,190.1872,3,13,1,2,2,3781.744,0.0,1.0,0.0
FDS47,12.86,0,0.066,0,87.6856,5,37,1,2,3,1845.5976,0.0,1.0,0.0
DRG27,8.89,0,0.105,0,41.1138,8,25,2,0,1,690.4346,0.0,0.0,1.0
FDA02,14.0,1,0.03,0,145.4786,9,23,1,0,1,1300.3074,0.0,1.0,0.0
FDF45,18.2,1,0.012,0,56.8904,7,20,2,1,1,1406.1696,0.0,0.0,1.0
FDZ58,17.85,0,0.052,1,122.8072,8,25,2,0,1,857.5504,0.0,0.0,1.0
NCH30,17.1,0,0.067,0,115.186,9,23,1,0,1,2490.092,0.0,1.0,0.0
FDN03,9.8,1,0.025,0,248.5408,0,24,2,2,0,751.0224,0.0,0.0,1.0
FDH12,9.6,0,0.085,0,105.128,9,23,1,0,1,1065.28,0.0,1.0,0.0
NCH54,13.5,0,0.122,0,161.692,0,24,2,2,0,159.792,0.0,0.0,1.0
DRH01,17.5,0,0.098,2,172.9738,7,20,2,1,1,4344.345,0.0,0.0,1.0
FDX01,12.86,0,0.024,1,115.515,5,37,1,2,3,1980.755,0.0,1.0,0.0
FDD34,7.95,0,0.016,1,163.521,2,15,2,1,1,1794.331,0.0,0.0,1.0
FDC53,12.86,0,0.009,1,96.7384,5,37,1,2,3,2956.152,0.0,1.0,0.0
FDO28,5.76,0,0.072,1,120.0098,1,35,0,2,1,1687.1372,1.0,0.0,0.0
DRJ51,14.1,0,0.088,0,231.1668,2,15,2,1,1,6501.8699,0.0,0.0,1.0
FDD14,20.7,0,0.171,1,184.1266,3,13,1,2,2,1659.8394,0.0,1.0,0.0
FDW35,10.6,0,0.011,0,42.8454,3,13,1,2,2,167.7816,0.0,1.0,0.0
NCH18,9.3,0,0.045,0,245.1802,9,23,1,0,1,2456.802,0.0,1.0,0.0
FDK20,12.6,1,0.042,0,122.0072,2,15,2,1,1,1347.5792,0.0,0.0,1.0
FDY47,8.6,1,0.054,0,130.131,8,25,2,0,1,1557.972,0.0,0.0,1.0
FDG32,19.85,0,0.176,0,222.0772,1,35,0,2,1,2001.3948,1.0,0.0,0.0
FDC20,10.65,0,0.024,0,56.2272,3,13,1,2,2,559.272,0.0,1.0,0.0
NCS29,9.0,0,0.07,2,266.5884,6,18,2,1,1,6501.8699,0.0,0.0,1.0
FDG53,10.0,0,0.046,1,138.518,6,18,2,1,1,2237.088,0.0,0.0,1.0
FDV26,20.25,1,0.076,0,196.2794,8,25,2,0,1,2731.1116,0.0,0.0,1.0
FDE40,15.6,1,0.1,0,63.1194,2,15,2,1,1,1300.3074,0.0,0.0,1.0
FDM02,12.5,1,0.074,1,87.1198,8,25,2,0,1,1657.1762,0.0,0.0,1.0
FDU11,4.79,0,0.093,0,118.6098,2,15,2,1,1,361.5294,0.0,0.0,1.0
FDB51,6.92,0,0.038,0,63.5852,6,18,2,1,1,751.0224,0.0,0.0,1.0
